Entity,Code,Day,total_vaccinations_per_hundred
Argentina,ARG,25-05-2021,24.65
Argentina,ARG,26-05-2021,24.85
Argentina,ARG,27-05-2021,25.22
Argentina,ARG,28-05-2021,25.6
Argentina,ARG,29-05-2021,26.11
Argentina,ARG,30-05-2021,26.58
Argentina,ARG,31-05-2021,26.88
Argentina,ARG,01-06-2021,27.4
Argentina,ARG,02-06-2021,28.07
Argentina,ARG,03-06-2021,28.68
Argentina,ARG,04-06-2021,29.33
Argentina,ARG,05-06-2021,30.11
Argentina,ARG,06-06-2021,30.9
Argentina,ARG,07-06-2021,31.43
Argentina,ARG,08-06-2021,32.15
Argentina,ARG,09-06-2021,32.92
Argentina,ARG,10-06-2021,33.67
Argentina,ARG,11-06-2021,34.49
Argentina,ARG,12-06-2021,35.31
Argentina,ARG,13-06-2021,35.71
Argentina,ARG,14-06-2021,35.92
Argentina,ARG,15-06-2021,36.49
Argentina,ARG,16-06-2021,37.01
Argentina,ARG,17-06-2021,37.65
Argentina,ARG,18-06-2021,38.32
Argentina,ARG,19-06-2021,39.11
Argentina,ARG,20-06-2021,39.66
Argentina,ARG,21-06-2021,39.9
Argentina,ARG,22-06-2021,40.3
Argentina,ARG,23-06-2021,40.89
Argentina,ARG,24-06-2021,41.49
Argentina,ARG,25-06-2021,42.11
Argentina,ARG,26-06-2021,42.76
Argentina,ARG,27-06-2021,43.3
Argentina,ARG,28-06-2021,43.75
Argentina,ARG,29-06-2021,44.34
Argentina,ARG,30-06-2021,45.05
Argentina,ARG,01-07-2021,45.84
Argentina,ARG,02-07-2021,46.73
Argentina,ARG,03-07-2021,47.76
Argentina,ARG,04-07-2021,48.63
Argentina,ARG,05-07-2021,49.21
Argentina,ARG,06-07-2021,50.02
Argentina,ARG,07-07-2021,51.13
Argentina,ARG,08-07-2021,52.02
Argentina,ARG,09-07-2021,52.73
Argentina,ARG,10-07-2021,53.76
Argentina,ARG,11-07-2021,53.98
Argentina,ARG,12-07-2021,54.52
Argentina,ARG,13-07-2021,55.38
Argentina,ARG,14-07-2021,56.39
Argentina,ARG,15-07-2021,57.31
Argentina,ARG,16-07-2021,58.13
Argentina,ARG,17-07-2021,59.06
Argentina,ARG,18-07-2021,59.64
Argentina,ARG,19-07-2021,60.15
Argentina,ARG,20-07-2021,61.01
Argentina,ARG,21-07-2021,61.97
Argentina,ARG,22-07-2021,62.87
Argentina,ARG,23-07-2021,63.75
Argentina,ARG,24-07-2021,64.55
Argentina,ARG,25-07-2021,65.17
Argentina,ARG,26-07-2021,65.52
Argentina,ARG,27-07-2021,66.29
Argentina,ARG,28-07-2021,67.22
Argentina,ARG,29-07-2021,68.14
Argentina,ARG,30-07-2021,69.01
Argentina,ARG,31-07-2021,69.9
Argentina,ARG,01-08-2021,70.49
Argentina,ARG,02-08-2021,70.9
Argentina,ARG,03-08-2021,71.69
Argentina,ARG,04-08-2021,73.1
Argentina,ARG,05-08-2021,73.97
Argentina,ARG,06-08-2021,74.85
Argentina,ARG,07-08-2021,75.5
Argentina,ARG,08-08-2021,75.92
Argentina,ARG,09-08-2021,76.53
Argentina,ARG,10-08-2021,77.29
Argentina,ARG,12-08-2021,78.42
Argentina,ARG,13-08-2021,79.02
Argentina,ARG,14-08-2021,79.79
Argentina,ARG,15-08-2021,80.34
Argentina,ARG,16-08-2021,80.71
Argentina,ARG,17-08-2021,81
Argentina,ARG,18-08-2021,81.64
Argentina,ARG,19-08-2021,82.64
Argentina,ARG,20-08-2021,83.64
Argentina,ARG,21-08-2021,84.6
Argentina,ARG,22-08-2021,85.31
Argentina,ARG,23-08-2021,85.81
Argentina,ARG,24-08-2021,86.63
Argentina,ARG,25-08-2021,87.6
Argentina,ARG,26-08-2021,88.6
Argentina,ARG,27-08-2021,89.58
Argentina,ARG,28-08-2021,90.57
Argentina,ARG,29-08-2021,91.27
Argentina,ARG,30-08-2021,91.94
Argentina,ARG,31-08-2021,92.66
Argentina,ARG,01-09-2021,93.83
Argentina,ARG,02-09-2021,94.77
Argentina,ARG,03-09-2021,95.81
Argentina,ARG,04-09-2021,96.59
Argentina,ARG,05-09-2021,97.36
Argentina,ARG,06-09-2021,97.94
Argentina,ARG,07-09-2021,99.06
Argentina,ARG,08-09-2021,99.82
Argentina,ARG,09-09-2021,100.68
Argentina,ARG,10-09-2021,101.52
Argentina,ARG,11-09-2021,102.38
Argentina,ARG,12-09-2021,102.83
Argentina,ARG,13-09-2021,103.05
Argentina,ARG,14-09-2021,103.59
Argentina,ARG,15-09-2021,104.25
Argentina,ARG,16-09-2021,105.11
Argentina,ARG,17-09-2021,105.93
Argentina,ARG,18-09-2021,106.51
Argentina,ARG,19-09-2021,107.07
Argentina,ARG,20-09-2021,107.48
Argentina,ARG,21-09-2021,108.17
Argentina,ARG,22-09-2021,109.04
Argentina,ARG,23-09-2021,109.66
Argentina,ARG,24-09-2021,110.24
Argentina,ARG,25-09-2021,110.9
Argentina,ARG,26-09-2021,111.29
Argentina,ARG,27-09-2021,111.63
Argentina,ARG,28-09-2021,112.16
Argentina,ARG,29-09-2021,112.81
Argentina,ARG,30-09-2021,113.39
Argentina,ARG,01-10-2021,114.06
Argentina,ARG,02-10-2021,114.76
Armenia,ARM,31-03-2021,0.02
Armenia,ARM,09-05-2021,0.36
Armenia,ARM,16-05-2021,0.65
Armenia,ARM,23-05-2021,0.89
Armenia,ARM,30-05-2021,1.13
Armenia,ARM,06-06-2021,1.57
Armenia,ARM,14-06-2021,1.87
Armenia,ARM,20-06-2021,2.17
Armenia,ARM,27-06-2021,2.52
Armenia,ARM,11-07-2021,3.64
Armenia,ARM,18-07-2021,4.42
Armenia,ARM,25-07-2021,5.14
Armenia,ARM,01-08-2021,5.79
Armenia,ARM,08-08-2021,6.57
Armenia,ARM,15-08-2021,7.42
Armenia,ARM,22-08-2021,8.06
Armenia,ARM,29-08-2021,9.27
Armenia,ARM,05-09-2021,10.22
Armenia,ARM,12-09-2021,11.31
Armenia,ARM,19-09-2021,12.36
Armenia,ARM,26-09-2021,13.76
Aruba,ABW,29-03-2021,24.04
Aruba,ABW,10-04-2021,38.34
Aruba,ABW,12-04-2021,40.18
Aruba,ABW,13-04-2021,42.53
Aruba,ABW,14-04-2021,44.96
Aruba,ABW,15-04-2021,47.15
Aruba,ABW,16-04-2021,49.4
Aruba,ABW,17-04-2021,51.85
Aruba,ABW,18-04-2021,51.92
Aruba,ABW,19-04-2021,54.27
Aruba,ABW,20-04-2021,56.33
Aruba,ABW,21-04-2021,58.16
Aruba,ABW,22-04-2021,59.97
Aruba,ABW,23-04-2021,63.39
Aruba,ABW,24-04-2021,64.63
Aruba,ABW,25-04-2021,68.2
Aruba,ABW,26-04-2021,68.44
Aruba,ABW,28-04-2021,69.66
Aruba,ABW,29-04-2021,70.76
Aruba,ABW,30-04-2021,71.71
Aruba,ABW,03-05-2021,72.51
Aruba,ABW,04-05-2021,73.66
Aruba,ABW,05-05-2021,74.17
Aruba,ABW,06-05-2021,74.21
Aruba,ABW,07-05-2021,74.87
Aruba,ABW,08-05-2021,75.28
Aruba,ABW,10-05-2021,76.14
Aruba,ABW,11-05-2021,77.31
Aruba,ABW,12-05-2021,78.58
Aruba,ABW,13-05-2021,79.71
Aruba,ABW,14-05-2021,81.66
Aruba,ABW,15-05-2021,82.65
Aruba,ABW,17-05-2021,84.9
Aruba,ABW,18-05-2021,87.44
Aruba,ABW,19-05-2021,89.56
Aruba,ABW,20-05-2021,91.35
Aruba,ABW,21-05-2021,93.29
Aruba,ABW,22-05-2021,96.46
Aruba,ABW,23-05-2021,101.19
Aruba,ABW,24-05-2021,102.39
Aruba,ABW,25-05-2021,103.9
Aruba,ABW,26-05-2021,104.17
Aruba,ABW,27-05-2021,104.78
Aruba,ABW,28-05-2021,105.51
Aruba,ABW,29-05-2021,106.03
Aruba,ABW,31-05-2021,106.49
Aruba,ABW,01-06-2021,106.94
Aruba,ABW,02-06-2021,107.42
Aruba,ABW,03-06-2021,108.74
Aruba,ABW,04-06-2021,108.75
Aruba,ABW,06-06-2021,108.75
Aruba,ABW,07-06-2021,109.18
Aruba,ABW,08-06-2021,109.8
Aruba,ABW,09-06-2021,110.37
Aruba,ABW,10-06-2021,110.89
Aruba,ABW,11-06-2021,111.38
Aruba,ABW,12-06-2021,113.32
Aruba,ABW,14-06-2021,113.69
Aruba,ABW,15-06-2021,114.06
Aruba,ABW,16-06-2021,114.45
Aruba,ABW,17-06-2021,114.85
Aruba,ABW,18-06-2021,115.28
Aruba,ABW,20-06-2021,115.57
Aruba,ABW,21-06-2021,115.97
Aruba,ABW,22-06-2021,115.99
Aruba,ABW,23-06-2021,116.48
Aruba,ABW,24-06-2021,116.88
Aruba,ABW,27-06-2021,116.88
Aruba,ABW,28-06-2021,117.43
Aruba,ABW,29-06-2021,117.9
Aruba,ABW,30-06-2021,118.71
Aruba,ABW,01-07-2021,118.86
Aruba,ABW,02-07-2021,119.39
Aruba,ABW,05-07-2021,119.94
Aruba,ABW,06-07-2021,120.49
Aruba,ABW,07-07-2021,120.94
Aruba,ABW,08-07-2021,121.39
Aruba,ABW,09-07-2021,121.9
Aruba,ABW,10-07-2021,123.07
Aruba,ABW,12-07-2021,123.46
Aruba,ABW,13-07-2021,123.81
Aruba,ABW,14-07-2021,124.24
Aruba,ABW,15-07-2021,124.75
Aruba,ABW,16-07-2021,124.77
Aruba,ABW,19-07-2021,125.48
Aruba,ABW,20-07-2021,125.49
Aruba,ABW,21-07-2021,125.92
Aruba,ABW,22-07-2021,126.36
Aruba,ABW,23-07-2021,126.41
Aruba,ABW,26-07-2021,126.86
Aruba,ABW,27-07-2021,127.33
Aruba,ABW,28-07-2021,127.72
Aruba,ABW,29-07-2021,128.09
Aruba,ABW,30-07-2021,128.36
Aruba,ABW,31-07-2021,129.21
Aruba,ABW,01-08-2021,129.22
Aruba,ABW,02-08-2021,129.38
Aruba,ABW,03-08-2021,129.71
Aruba,ABW,04-08-2021,129.78
Aruba,ABW,05-08-2021,129.95
Aruba,ABW,06-08-2021,130.2
Aruba,ABW,09-08-2021,130.5
Aruba,ABW,10-08-2021,130.89
Aruba,ABW,11-08-2021,131.44
Aruba,ABW,12-08-2021,131.64
Aruba,ABW,13-08-2021,132.11
Aruba,ABW,16-08-2021,132.5
Aruba,ABW,17-08-2021,133.03
Aruba,ABW,18-08-2021,133.43
Aruba,ABW,19-08-2021,133.77
Aruba,ABW,20-08-2021,134.02
Aruba,ABW,22-08-2021,136.14
Aruba,ABW,23-08-2021,136.44
Aruba,ABW,24-08-2021,136.66
Aruba,ABW,25-08-2021,136.94
Aruba,ABW,26-08-2021,137.21
Aruba,ABW,27-08-2021,137.47
Aruba,ABW,29-08-2021,137.67
Aruba,ABW,30-08-2021,137.74
Aruba,ABW,31-08-2021,138.28
Aruba,ABW,01-09-2021,138.66
Aruba,ABW,02-09-2021,138.87
Aruba,ABW,03-09-2021,139.04
Aruba,ABW,06-09-2021,139.55
Aruba,ABW,07-09-2021,139.64
Aruba,ABW,08-09-2021,139.91
Aruba,ABW,09-09-2021,140.13
Aruba,ABW,10-09-2021,140.37
Aruba,ABW,11-09-2021,141.13
Aruba,ABW,12-09-2021,142.91
Aruba,ABW,13-09-2021,142.91
Aruba,ABW,14-09-2021,143.29
Aruba,ABW,15-09-2021,143.72
Aruba,ABW,16-09-2021,144.08
Aruba,ABW,20-09-2021,144.32
Aruba,ABW,21-09-2021,144.68
Aruba,ABW,22-09-2021,144.71
Aruba,ABW,23-09-2021,144.91
Aruba,ABW,24-09-2021,145.06
Aruba,ABW,25-09-2021,145.16
Aruba,ABW,26-09-2021,145.21
Aruba,ABW,27-09-2021,145.3
Aruba,ABW,28-09-2021,145.44
Aruba,ABW,29-09-2021,145.59
Aruba,ABW,30-09-2021,145.7
Aruba,ABW,01-10-2021,145.86
Aruba,ABW,02-10-2021,145.86
Asia,,15-12-2020,0.03
Asia,,19-12-2020,0.03
Asia,,20-12-2020,0.03
Asia,,21-12-2020,0.03
Asia,,22-12-2020,0.03
Asia,,23-12-2020,0.04
Asia,,24-12-2020,0.04
Asia,,25-12-2020,0.04
Asia,,26-12-2020,0.04
Asia,,27-12-2020,0.04
Asia,,28-12-2020,0.04
Asia,,29-12-2020,0.05
Asia,,30-12-2020,0.05
Asia,,31-12-2020,0.12
Asia,,01-01-2021,0.12
Asia,,02-01-2021,0.12
Asia,,03-01-2021,0.13
Asia,,04-01-2021,0.13
Asia,,05-01-2021,0.15
Asia,,06-01-2021,0.15
Asia,,07-01-2021,0.16
Asia,,08-01-2021,0.16
Asia,,09-01-2021,0.26
Asia,,10-01-2021,0.26
Asia,,11-01-2021,0.27
Asia,,12-01-2021,0.27
Asia,,13-01-2021,0.3
Asia,,14-01-2021,0.31
Asia,,15-01-2021,0.32
Asia,,16-01-2021,0.33
Asia,,17-01-2021,0.34
Asia,,18-01-2021,0.35
Asia,,19-01-2021,0.36
Asia,,20-01-2021,0.48
Asia,,21-01-2021,0.5
Asia,,22-01-2021,0.51
Asia,,23-01-2021,0.53
Asia,,24-01-2021,0.53
Asia,,25-01-2021,0.55
Asia,,26-01-2021,0.56
Asia,,27-01-2021,0.75
Asia,,28-01-2021,0.77
Asia,,29-01-2021,0.79
Asia,,30-01-2021,0.81
Asia,,31-01-2021,0.84
Asia,,01-02-2021,0.86
Asia,,02-02-2021,0.87
Asia,,03-02-2021,1.04
Asia,,04-02-2021,1.07
Asia,,05-02-2021,1.09
Asia,,06-02-2021,1.11
Asia,,07-02-2021,1.12
Asia,,08-02-2021,1.13
Asia,,09-02-2021,1.35
Asia,,10-02-2021,1.38
Asia,,11-02-2021,1.4
Asia,,12-02-2021,1.42
Asia,,13-02-2021,1.45
Asia,,14-02-2021,1.46
Asia,,15-02-2021,1.49
Asia,,16-02-2021,1.52
Asia,,17-02-2021,1.55
Asia,,18-02-2021,1.6
Asia,,19-02-2021,1.62
Asia,,20-02-2021,1.65
Asia,,21-02-2021,1.67
Asia,,22-02-2021,1.69
Asia,,23-02-2021,1.72
Asia,,24-02-2021,1.75
Asia,,25-02-2021,1.79
Asia,,26-02-2021,1.82
Asia,,27-02-2021,1.85
Asia,,28-02-2021,2.11
Asia,,01-03-2021,2.14
Asia,,02-03-2021,2.19
Asia,,03-03-2021,2.23
Asia,,04-03-2021,2.28
Asia,,05-03-2021,2.33
Asia,,06-03-2021,2.38
Asia,,07-03-2021,2.4
Asia,,08-03-2021,2.46
Asia,,09-03-2021,2.51
Asia,,10-03-2021,2.57
Asia,,11-03-2021,2.61
Asia,,12-03-2021,2.67
Asia,,13-03-2021,2.72
Asia,,14-03-2021,3.01
Asia,,15-03-2021,3.1
Asia,,16-03-2021,3.18
Asia,,17-03-2021,3.26
Asia,,18-03-2021,3.33
Asia,,19-03-2021,3.45
Asia,,20-03-2021,3.74
Asia,,21-03-2021,3.77
Asia,,22-03-2021,3.99
Asia,,23-03-2021,4.14
Asia,,24-03-2021,4.28
Asia,,25-03-2021,4.47
Asia,,26-03-2021,4.69
Asia,,27-03-2021,4.86
Asia,,28-03-2021,4.98
Asia,,29-03-2021,5.11
Asia,,30-03-2021,5.26
Asia,,31-03-2021,5.48
Asia,,01-04-2021,5.74
Asia,,02-04-2021,6
Asia,,03-04-2021,6.14
Asia,,04-04-2021,6.3
Asia,,05-04-2021,6.47
Asia,,06-04-2021,6.68
Asia,,07-04-2021,6.84
Asia,,08-04-2021,7.11
Asia,,09-04-2021,7.34
Asia,,10-04-2021,7.53
Asia,,11-04-2021,7.67
Asia,,12-04-2021,7.89
Asia,,13-04-2021,8.06
Asia,,14-04-2021,8.24
Asia,,15-04-2021,8.42
Asia,,16-04-2021,8.59
Asia,,17-04-2021,8.72
Asia,,18-04-2021,8.84
Asia,,19-04-2021,9
Asia,,20-04-2021,9.12
Asia,,21-04-2021,9.33
Asia,,22-04-2021,9.59
Asia,,23-04-2021,9.75
Asia,,24-04-2021,9.86
Asia,,25-04-2021,10.12
Asia,,26-04-2021,10.33
Asia,,27-04-2021,10.57
Asia,,28-04-2021,10.87
Asia,,29-04-2021,11.17
Asia,,30-04-2021,11.51
Asia,,01-05-2021,11.68
Asia,,02-05-2021,11.81
Asia,,03-05-2021,11.97
Asia,,04-05-2021,12.21
Asia,,05-05-2021,12.4
Asia,,06-05-2021,12.69
Asia,,07-05-2021,13.02
Asia,,08-05-2021,13.29
Asia,,09-05-2021,13.48
Asia,,10-05-2021,13.8
Asia,,11-05-2021,14.13
Asia,,12-05-2021,14.46
Asia,,13-05-2021,14.82
Asia,,14-05-2021,15.17
Asia,,15-05-2021,15.49
Asia,,16-05-2021,15.84
Asia,,17-05-2021,16.25
Asia,,18-05-2021,16.65
Asia,,19-05-2021,17.01
Asia,,20-05-2021,17.5
Asia,,21-05-2021,17.93
Asia,,22-05-2021,18.32
Asia,,23-05-2021,18.67
Asia,,24-05-2021,19.14
Asia,,25-05-2021,19.66
Asia,,26-05-2021,20.2
Asia,,27-05-2021,20.71
Asia,,28-05-2021,21.21
Asia,,29-05-2021,21.71
Asia,,30-05-2021,22.19
Asia,,31-05-2021,22.77
Asia,,01-06-2021,23.37
Asia,,02-06-2021,23.98
Asia,,03-06-2021,24.52
Asia,,04-06-2021,25.15
Asia,,05-06-2021,25.65
Asia,,06-06-2021,26.06
Asia,,07-06-2021,26.55
Asia,,08-06-2021,27.06
Asia,,09-06-2021,27.58
Asia,,10-06-2021,28.19
Asia,,11-06-2021,28.73
Asia,,12-06-2021,29.2
Asia,,13-06-2021,29.65
Asia,,14-06-2021,30.07
Asia,,15-06-2021,30.7
Asia,,16-06-2021,31.35
Asia,,17-06-2021,32.05
Asia,,18-06-2021,32.74
Asia,,19-06-2021,33.36
Asia,,20-06-2021,33.92
Asia,,21-06-2021,34.67
Asia,,22-06-2021,35.36
Asia,,23-06-2021,36.05
Asia,,24-06-2021,36.83
Asia,,25-06-2021,37.58
Asia,,26-06-2021,38.3
Asia,,27-06-2021,38.91
Asia,,28-06-2021,39.53
Asia,,29-06-2021,40.19
Asia,,30-06-2021,40.76
Asia,,01-07-2021,41.47
Asia,,02-07-2021,42
Asia,,03-07-2021,42.56
Asia,,04-07-2021,42.95
Asia,,05-07-2021,43.42
Asia,,06-07-2021,43.88
Asia,,07-07-2021,44.34
Asia,,08-07-2021,44.95
Asia,,09-07-2021,45.31
Asia,,10-07-2021,45.76
Asia,,11-07-2021,46.07
Asia,,12-07-2021,46.45
Asia,,13-07-2021,46.96
Asia,,14-07-2021,47.5
Asia,,15-07-2021,48.01
Asia,,16-07-2021,48.48
Asia,,17-07-2021,48.91
Asia,,18-07-2021,49.19
Asia,,19-07-2021,49.7
Asia,,20-07-2021,50.17
Asia,,21-07-2021,50.64
Asia,,22-07-2021,51.22
Asia,,23-07-2021,51.78
Asia,,24-07-2021,52.27
Asia,,25-07-2021,52.7
Asia,,26-07-2021,53.38
Asia,,27-07-2021,54.01
Asia,,28-07-2021,54.67
Asia,,29-07-2021,55.41
Asia,,30-07-2021,56.09
Asia,,31-07-2021,56.59
Asia,,01-08-2021,57.3
Asia,,02-08-2021,57.96
Asia,,03-08-2021,58.88
Asia,,04-08-2021,59.61
Asia,,05-08-2021,60.26
Asia,,06-08-2021,60.88
Asia,,07-08-2021,61.38
Asia,,08-08-2021,61.9
Asia,,09-08-2021,62.63
Asia,,10-08-2021,63.27
Asia,,11-08-2021,63.87
Asia,,12-08-2021,64.37
Asia,,13-08-2021,65.01
Asia,,14-08-2021,65.47
Asia,,15-08-2021,65.89
Asia,,16-08-2021,66.55
Asia,,17-08-2021,67.17
Asia,,18-08-2021,67.75
Asia,,19-08-2021,68.27
Asia,,20-08-2021,68.82
Asia,,21-08-2021,69.34
Asia,,22-08-2021,69.83
Asia,,23-08-2021,70.33
Asia,,24-08-2021,71.09
Asia,,25-08-2021,71.73
Asia,,26-08-2021,72.45
Asia,,27-08-2021,73.17
Asia,,28-08-2021,73.78
Asia,,29-08-2021,74.48
Asia,,30-08-2021,75.06
Asia,,31-08-2021,75.72
Asia,,01-09-2021,76.48
Asia,,02-09-2021,77.02
Asia,,03-09-2021,77.43
Asia,,04-09-2021,77.75
Asia,,05-09-2021,78.27
Asia,,06-09-2021,78.72
Asia,,07-09-2021,79.33
Asia,,08-09-2021,80.01
Asia,,09-09-2021,80.58
Asia,,10-09-2021,80.93
Asia,,11-09-2021,81.49
Asia,,12-09-2021,82.08
Asia,,13-09-2021,82.62
Asia,,14-09-2021,82.97
Asia,,15-09-2021,83.45
Asia,,16-09-2021,83.98
Asia,,17-09-2021,84.37
Asia,,18-09-2021,85.08
Asia,,19-09-2021,85.48
Asia,,20-09-2021,85.92
Asia,,21-09-2021,86.35
Asia,,22-09-2021,86.7
Asia,,23-09-2021,87.21
Asia,,24-09-2021,87.65
Asia,,25-09-2021,87.94
Asia,,26-09-2021,88.25
Asia,,27-09-2021,89.03
Asia,,28-09-2021,89.43
Asia,,29-09-2021,89.91
Asia,,30-09-2021,90.34
Asia,,01-10-2021,90.64
Asia,,02-10-2021,90.89
Australia,AUS,14-02-2021,0
Australia,AUS,15-02-2021,0
Australia,AUS,16-02-2021,0
Australia,AUS,17-02-2021,0
Australia,AUS,18-02-2021,0
Australia,AUS,19-02-2021,0
Australia,AUS,20-02-2021,0
Australia,AUS,21-02-2021,0
Australia,AUS,22-02-2021,0.01
Australia,AUS,23-02-2021,0.03
Australia,AUS,24-02-2021,0.07
Australia,AUS,25-02-2021,0.1
Australia,AUS,26-02-2021,0.12
Australia,AUS,27-02-2021,0.12
Australia,AUS,28-02-2021,0.13
Australia,AUS,01-03-2021,0.16
Australia,AUS,02-03-2021,0.2
Australia,AUS,03-03-2021,0.24
Australia,AUS,04-03-2021,0.28
Australia,AUS,05-03-2021,0.3
Australia,AUS,06-03-2021,0.32
Australia,AUS,07-03-2021,0.33
Australia,AUS,08-03-2021,0.37
Australia,AUS,09-03-2021,0.41
Australia,AUS,10-03-2021,0.48
Australia,AUS,11-03-2021,0.52
Australia,AUS,12-03-2021,0.62
Australia,AUS,13-03-2021,0.63
Australia,AUS,14-03-2021,0.64
Australia,AUS,15-03-2021,0.71
Australia,AUS,16-03-2021,0.79
Australia,AUS,17-03-2021,0.88
Australia,AUS,18-03-2021,0.93
Australia,AUS,19-03-2021,0.98
Australia,AUS,20-03-2021,1
Australia,AUS,21-03-2021,1.09
Australia,AUS,22-03-2021,1.19
Australia,AUS,23-03-2021,1.38
Australia,AUS,24-03-2021,1.58
Australia,AUS,25-03-2021,1.78
Australia,AUS,26-03-2021,1.96
Australia,AUS,27-03-2021,1.98
Australia,AUS,28-03-2021,2.1
Australia,AUS,29-03-2021,2.32
Australia,AUS,30-03-2021,2.6
Australia,AUS,31-03-2021,2.89
Australia,AUS,01-04-2021,3.19
Australia,AUS,02-04-2021,3.21
Australia,AUS,03-04-2021,3.27
Australia,AUS,04-04-2021,3.27
Australia,AUS,05-04-2021,3.32
Australia,AUS,06-04-2021,3.57
Australia,AUS,07-04-2021,3.86
Australia,AUS,08-04-2021,4.18
Australia,AUS,09-04-2021,4.42
Australia,AUS,10-04-2021,4.52
Australia,AUS,11-04-2021,4.57
Australia,AUS,12-04-2021,4.79
Australia,AUS,13-04-2021,5.02
Australia,AUS,14-04-2021,5.27
Australia,AUS,15-04-2021,5.51
Australia,AUS,16-04-2021,5.72
Australia,AUS,17-04-2021,5.8
Australia,AUS,18-04-2021,6.15
Australia,AUS,19-04-2021,6.41
Australia,AUS,20-04-2021,6.66
Australia,AUS,21-04-2021,6.92
Australia,AUS,22-04-2021,7.2
Australia,AUS,23-04-2021,7.42
Australia,AUS,24-04-2021,7.5
Australia,AUS,25-04-2021,7.51
Australia,AUS,26-04-2021,7.64
Australia,AUS,27-04-2021,7.87
Australia,AUS,28-04-2021,8.19
Australia,AUS,29-04-2021,8.45
Australia,AUS,30-04-2021,8.67
Australia,AUS,01-05-2021,8.74
Australia,AUS,02-05-2021,8.77
Australia,AUS,03-05-2021,8.98
Australia,AUS,04-05-2021,9.29
Australia,AUS,05-05-2021,9.59
Australia,AUS,06-05-2021,9.91
Australia,AUS,07-05-2021,10.19
Australia,AUS,08-05-2021,10.29
Australia,AUS,09-05-2021,10.33
Australia,AUS,10-05-2021,10.61
Australia,AUS,11-05-2021,10.91
Australia,AUS,12-05-2021,11.23
Australia,AUS,13-05-2021,11.55
Australia,AUS,14-05-2021,11.85
Australia,AUS,15-05-2021,11.98
Australia,AUS,16-05-2021,12.02
Australia,AUS,17-05-2021,12.34
Australia,AUS,18-05-2021,12.71
Australia,AUS,19-05-2021,13.07
Australia,AUS,20-05-2021,13.47
Australia,AUS,21-05-2021,13.81
Australia,AUS,23-05-2021,14.01
Australia,AUS,24-05-2021,14.31
Australia,AUS,25-05-2021,14.72
Australia,AUS,26-05-2021,15.15
Australia,AUS,27-05-2021,15.63
Australia,AUS,28-05-2021,16.1
Australia,AUS,29-05-2021,16.34
Australia,AUS,30-05-2021,16.46
Australia,AUS,31-05-2021,16.92
Australia,AUS,01-06-2021,17.46
Australia,AUS,02-06-2021,18
Australia,AUS,03-06-2021,18.56
Australia,AUS,04-06-2021,19.11
Australia,AUS,05-06-2021,19.45
Australia,AUS,06-06-2021,19.69
Australia,AUS,07-06-2021,20.18
Australia,AUS,08-06-2021,20.73
Australia,AUS,09-06-2021,21.28
Australia,AUS,10-06-2021,21.87
Australia,AUS,11-06-2021,22.39
Australia,AUS,12-06-2021,22.63
Australia,AUS,13-06-2021,22.75
Australia,AUS,14-06-2021,23
Australia,AUS,15-06-2021,23.59
Australia,AUS,16-06-2021,24.12
Australia,AUS,17-06-2021,24.67
Australia,AUS,21-06-2021,26.06
Australia,AUS,22-06-2021,26.6
Australia,AUS,23-06-2021,27.14
Australia,AUS,24-06-2021,27.68
Australia,AUS,28-06-2021,29.09
Australia,AUS,29-06-2021,29.65
Australia,AUS,01-07-2021,30.91
Australia,AUS,02-07-2021,31.49
Australia,AUS,03-07-2021,31.8
Australia,AUS,04-07-2021,32.01
Australia,AUS,05-07-2021,32.58
Australia,AUS,06-07-2021,33.22
Australia,AUS,07-07-2021,33.76
Australia,AUS,08-07-2021,34.4
Australia,AUS,09-07-2021,34.95
Australia,AUS,10-07-2021,35.28
Australia,AUS,11-07-2021,35.48
Australia,AUS,12-07-2021,36.08
Australia,AUS,13-07-2021,36.72
Australia,AUS,14-07-2021,37.35
Australia,AUS,15-07-2021,38.03
Australia,AUS,16-07-2021,38.66
Australia,AUS,17-07-2021,39.04
Australia,AUS,18-07-2021,39.26
Australia,AUS,19-07-2021,39.92
Australia,AUS,20-07-2021,40.6
Australia,AUS,21-07-2021,41.32
Australia,AUS,22-07-2021,42.08
Australia,AUS,23-07-2021,42.78
Australia,AUS,24-07-2021,43.2
Australia,AUS,25-07-2021,43.48
Australia,AUS,26-07-2021,44.19
Australia,AUS,27-07-2021,44.96
Australia,AUS,28-07-2021,45.74
Australia,AUS,29-07-2021,46.56
Australia,AUS,30-07-2021,47.33
Australia,AUS,31-07-2021,47.76
Australia,AUS,01-08-2021,48.06
Australia,AUS,02-08-2021,48.84
Australia,AUS,03-08-2021,49.67
Australia,AUS,04-08-2021,50.53
Australia,AUS,05-08-2021,51.46
Australia,AUS,06-08-2021,52.34
Australia,AUS,07-08-2021,52.88
Australia,AUS,08-08-2021,53.21
Australia,AUS,09-08-2021,54.13
Australia,AUS,10-08-2021,55.12
Australia,AUS,11-08-2021,56.14
Australia,AUS,12-08-2021,57.19
Australia,AUS,13-08-2021,58.21
Australia,AUS,14-08-2021,58.85
Australia,AUS,15-08-2021,59.48
Australia,AUS,16-08-2021,60.56
Australia,AUS,17-08-2021,61.63
Australia,AUS,18-08-2021,62.82
Australia,AUS,19-08-2021,64
Australia,AUS,20-08-2021,65.2
